name,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cl_minmax
"Il Trovatore / Act 3: ""Di quella pira""",Giuseppe Verdi,0.36,0.366,-11.636,0.0683,0.975,0.00229,0.375,0.386,80.491,3
"Manon Lescaut / Act 2: ""In quelle trine morbide""",Giacomo Puccini,0.181,0.114,-17.469,0.0501,0.987,0.0779,0.1,0.0383,168.13,3
West Side Story: Somewhere,Leonard Bernstein,0.155,0.163,-16.096,0.0479,0.964,0.0166,0.0769,0.0383,173.941,3
"Don Giovanni, ossia Il dissoluto punito, K.527 / Act 1: ""Là ci darem la mano""",Wolfgang Amadeus Mozart,0.238,0.0622,-22.349,0.0498,0.985,0.0159,0.73,0.289,85.183,3
"Il Trovatore / Act 2: ""Vedi! le fosche notturne spoglie"" (Anvil Chorus)",Giuseppe Verdi,0.44,0.347,-13.472,0.0406,0.883,0.0173,0.506,0.522,130.341,3
'O sole mio (Arr. Chiaramello),Eduardo di Capua,0.265,0.27,-13.995,0.0371,0.948,0.126,0.148,0.278,73.309,3
"Non ti scordar di me (Arr. for Soprano, Tenor and Orchestra by Giancarlo Chiaramello)",Ernesto de Curtis,0.177,0.192,-14.022,0.039,0.965,0.000645,0.376,0.0713,80.723,3
"La Cenerentola / Act 2: ""Non più mesta""",Gioachino Rossini,0.45,0.261,-16.633,0.0797,0.98,0.000965,0.0694,0.296,136.941,3
"L'elisir d'amore / Act 2: ""Una furtiva lagrima""",Gaetano Donizetti,0.169,0.0922,-17.977,0.0454,0.984,0.000229,0.111,0.0707,77.71,3
"Tosca / Act 3: ""E lucevan le stelle""",Giacomo Puccini,0.168,0.145,-13.609,0.0464,0.983,0.77,0.0719,0.0335,86.544,1
"Adriana Lecouvreur / Act 1: ""Ecco: respiro appena ... Io son l'umile ancella""",Francesco Cilea,0.21,0.12,-18.615,0.0475,0.98,0.0104,0.107,0.0359,82.046,3
"Don Pasquale / Act 3: ""Com'è gentil...tornami a dir""",Gaetano Donizetti,0.287,0.0719,-22.568,0.0534,0.956,0.0,0.0335,0.282,168.831,3
Péchés de vieillesse / Vol. III: Tirana pour deux voix (Les amants de Séville),Gioachino Rossini,0.426,0.233,-17.419,0.0641,0.985,0.00126,0.0965,0.287,117.013,3
"Dido and Aeneas, Z.626 / Act 3: ""Thy hand, Belinda...When I am laid in earth""",Henry Purcell,0.255,0.096,-19.483,0.0501,0.979,0.00249,0.164,0.0343,131.026,3
"Bizet: Carmen, Act 1: ""L'amour est un oiseau rebelle"" (Carmen, Chorus) [Habanera]",Georges Bizet,0.373,0.116,-16.082,0.059,0.984,0.0,0.122,0.206,129.793,3
"Pagliacci / Act 1: ""Recitar!...Vesti la giubba""",Ruggero Leoncavallo,0.198,0.365,-12.671,0.0417,0.959,0.509,0.098,0.0751,80.938,1
"Rinaldo, HWV 7a / Act 2: ""Lascia ch'io pianga""",George Frideric Handel,0.198,0.0664,-24.115,0.0698,0.981,0.00476,0.129,0.0398,175.541,3
"Roméo et Juliette, CG 9 / Act 1: ""Ah, je veux vivre""",Charles Gounod,0.346,0.155,-21.254,0.128,0.961,0.0235,0.114,0.139,78.932,3
"Carmen / Act 2: Toreador Song: ""Votre toast, je peux vous le rendre"" (from Carmen / Act 2)",Georges Bizet,0.468,0.358,-12.535,0.0783,0.959,0.228,0.154,0.585,112.47,3
"Nabucco / Act 3: Va, pensiero, sull'ali dorate",Giuseppe Verdi,0.0666,0.0211,-24.057,0.0398,0.984,0.685,0.0999,0.132,73.377,1
"Le nozze di Figaro, K.492: Overture",Wolfgang Amadeus Mozart,0.304,0.122,-19.912,0.0402,0.924,0.922,0.16,0.245,139.722,1
"Die Zauberflöte, K.620 / Erster Aufzug: ""Dies Bildnis ist bezaubernd schön""",Wolfgang Amadeus Mozart,0.144,0.128,-19.474,0.0489,0.97,0.000548,0.199,0.0572,175.296,3
"Werther: ""Pourquoi me réveiller, ô souffle du printemps?""",Jules Massenet,0.131,0.143,-15.564,0.0436,0.963,0.139,0.197,0.0787,78.767,3
"Giordano: Andrea Chénier, Act 3: ""La mamma morta"" (Maddalena)",Umberto Giordano,0.218,0.134,-13.005,0.0439,0.969,0.000223,0.0884,0.0388,90.038,3
"Aida / Act 1: ""Celeste Aida""",Giuseppe Verdi,0.229,0.137,-16.637,0.045,0.945,0.0,0.125,0.139,78.241,3
"La Bohème / Act 1: ""Sì. Mi chiamano Mimì""",Giacomo Puccini,0.329,0.168,-13.707,0.045,0.991,0.0126,0.237,0.0396,90.165,3
"Vier letzte Lieder, TrV 296: 2. September",Richard Strauss,0.134,0.0861,-22.517,0.0441,0.988,0.204,0.0761,0.0355,153.035,3
"La Bohème / Act 1: ""O soave fanciulla""",Giacomo Puccini,0.164,0.185,-16.785,0.0448,0.97,0.0473,0.107,0.0521,81.809,3
"Le nozze di Figaro, K.492 / Act 3: ""Dove sono i bei momenti""",Wolfgang Amadeus Mozart,0.332,0.07,-21.698,0.0553,0.984,0.0024,0.0917,0.0936,90.611,3
"La Bohème / Act 1: ""Che gelida manina""",Giacomo Puccini,0.154,0.261,-12.26,0.0455,0.989,0.191,0.108,0.0624,77.294,3
"Tosca / Act 2: ""Vissi d'arte, vissi d'amore""",Giacomo Puccini,0.24,0.116,-16.92,0.0462,0.975,4.93e-05,0.622,0.0368,90.988,3
"Lakmé / Act 1: ""Viens, Mallika, ... Dôme épais"" (Flower Duet)",Léo Delibes,0.23,0.0596,-22.228,0.0434,0.976,3.54e-05,0.413,0.0627,83.771,3
"La Bohème / Act 2: ""Quando m'en vo"" - Live",Giacomo Puccini,0.252,0.191,-17.176,0.0675,0.969,0.000514,0.316,0.243,170.927,3
"La Bohème / Act 1: ""Sì. Mi chiamano Mimì"" - Live",Giacomo Puccini,0.191,0.0766,-22.998,0.0548,0.972,7.87e-05,0.138,0.0358,84.64,3
"Die Walküre, WWV 86B / Act 1: ""Winterstürme wichen dem Wonnemond""",Richard Wagner,0.267,0.209,-14.758,0.0376,0.975,0.166,0.109,0.0906,89.464,3
"Roméo et Juliette, CG 9 / Act 1: ""Ah, je veux vivre dans ce rève""",Charles Gounod,0.346,0.269,-12.166,0.0912,0.983,0.00349,0.0852,0.203,77.089,3
"Il barbiere di Siviglia (The Barber of Seville), Act 1: ""Largo al factotum""",Gioachino Rossini,0.409,0.321,-16.038,0.0582,0.963,0.216,0.162,0.347,113.164,3
Carmen Suite No.1: Prélude,Georges Bizet,0.313,0.421,-11.134,0.0336,0.941,0.907,0.344,0.383,124.95,1
"La Gioconda / Act 2: ""Cielo e mar""",Amilcare Ponchielli,0.156,0.189,-17.991,0.0444,0.984,0.0119,0.0751,0.0732,79.63,3
"Andrea Chénier / Act 3: ""La mamma morta""",Umberto Giordano,0.304,0.0908,-17.909,0.0442,0.986,0.000414,0.0872,0.0365,111.377,3
"Madama Butterfly / Act 2: ""Un bel dì vedremo""",Giacomo Puccini,0.159,0.0655,-19.073,0.0515,0.975,0.000134,0.0925,0.0597,76.42,3
"Tannhäuser, WWV 70 / Act 3: ""Allmächt'ge Jungfrau, hör mein Flehen!""",Richard Wagner,0.163,0.0802,-18.708,0.052,0.991,0.0005,0.0852,0.0304,177.408,3
"Les pêcheurs de perles, WD 13 / Act 1: ""Au fond du temple saint""",Georges Bizet,0.235,0.244,-15.899,0.0422,0.987,0.0776,0.0718,0.0832,84.624,3
"Norma - Critical Edition by Maurizio Biondi and Riccardo Minasi / Act 1 Scene 1: ""Casta Diva""",Vincenzo Bellini,0.207,0.0881,-20.445,0.0514,0.992,0.301,0.0924,0.0379,175.509,1
"Rigoletto / Act 1: ""Gualtier Maldè...Caro nome""",Giuseppe Verdi,0.262,0.0452,-26.884,0.0708,0.975,0.162,0.113,0.0394,85.966,3
"Così fan tutte, K.588 / Act 1: ""Al fato dan legge"" - ""La commedia è graziosa""",Wolfgang Amadeus Mozart,0.287,0.0748,-25.709,0.0467,0.984,0.00519,0.0712,0.215,104.936,3
"Le nozze di Figaro, K.492 / Act 2: ""Porgi amor""",Wolfgang Amadeus Mozart,0.233,0.0499,-21.406,0.0462,0.986,0.0085,0.095,0.0375,102.712,3
Les Contes d'Hoffmann / Act 1: Entr'acte,Jacques Offenbach,0.483,0.235,-15.059,0.0434,0.933,0.899,0.221,0.676,100.21,1
"Ave Maria, D839",Franz Schubert,0.123,0.138,-15.538,0.0475,0.994,0.686,0.11,0.0432,73.777,1
"Attila: ""Mentre gonfiarsi l'anima""",Giuseppe Verdi,0.199,0.214,-18.052,0.0464,0.991,0.542,0.113,0.0907,167.094,1
"Die Zauberflöte / Act 2: ""Pa-Pa-Pa-Pa-Pa-Pa-Papagena!""",Wolfgang Amadeus Mozart,0.549,0.286,-17.014,0.0514,0.943,0.0735,0.21,0.637,116.617,3
Il barbiere di Siviglia: Overture (Sinfonia),Gioachino Rossini,0.348,0.303,-12.79,0.043,0.961,0.869,0.12,0.341,93.016,1
"Vivaldi: Orlando furioso, RV 728: ""Ah fuggi rapido""",Antonio Vivaldi,0.584,0.477,-12.619,0.0617,0.952,0.000731,0.0798,0.676,126.426,3
"Tannhäuser, WWV 70 - Paris version / Act 3: ""Beglückt darf nun dich, o Heimat"" (Pilgrims Chorus)",Richard Wagner,0.1,0.142,-17.518,0.0386,0.989,0.0118,0.144,0.0685,79.964,3
"Lakmé / Act 1: Viens, Mallika, ... Dôme épais (Flower Duet)",Léo Delibes,0.24,0.142,-20.358,0.0573,0.973,2.07e-05,0.892,0.0416,80.252,3
"Die Zauberflöte, K.620: Overture",Wolfgang Amadeus Mozart,0.321,0.0926,-20.455,0.0507,0.968,0.885,0.312,0.262,85.072,1
"Don Giovanni, ossia Il dissoluto punito, K.527 / Act 2: ""Don Giovanni, a cenar teco m'invitasti""",Wolfgang Amadeus Mozart,0.215,0.262,-13.525,0.0425,0.976,0.445,0.288,0.0922,75.554,1
"La forza dell’amore e dell’odio: ""Vado a morir""",Francesco Araia,0.214,0.17,-17.475,0.054,0.979,0.0161,0.332,0.0464,76.948,3
"Serse / Act 1 HWV40: ""Ombra mai fu""",George Frideric Handel,0.122,0.137,-21.78,0.0427,0.95,0.84,0.116,0.0458,89.821,1
Fidelio op.72 - Edited Helga Lühning & Robert Didio / Act 1: O welche Lust,Ludwig van Beethoven,0.168,0.0144,-28.753,0.0417,0.939,0.00192,0.0793,0.0401,99.92,3
"Vado, ma dove? oh Dei!, K. 583",Wolfgang Amadeus Mozart,0.258,0.092,-20.313,0.0454,0.988,0.0,0.1,0.106,77.369,3
Sposa son disprezzata,Antonio Vivaldi,0.179,0.00752,-30.396,0.049,0.993,0.19,0.0606,0.046,69.023,1
"Lohengrin / Act 3: ""In fernem Land, unnahbar euren Schritten""",Richard Wagner,0.229,0.257,-13.335,0.0424,0.984,0.137,0.0973,0.0393,81.958,3
Blue Moon,Billie Holiday,0.639,0.269,-11.435,0.0698,0.982,0.12,0.141,0.539,124.866,3
Everything Happens to Me,Chet Baker,0.511,0.193,-15.148,0.0439,0.809,2.17e-05,0.129,0.164,116.348,3
My Foolish Heart,Bill Evans Trio,0.395,0.121,-23.427,0.0327,0.935,0.397,0.697,0.139,114.521,1
My One And Only Love,John Coltrane,0.461,0.0546,-18.982,0.0362,0.988,0.208,0.126,0.23,128.91,3
Windows,Chick Corea,0.503,0.344,-19.024,0.0369,0.673,0.381,0.096,0.468,108.489,3
This Is Always,Betty Carter,0.417,0.0644,-19.687,0.0359,0.971,0.000134,0.126,0.138,113.713,3
Skating In Central Park,Bill Evans,0.478,0.0294,-25.319,0.0453,0.993,0.948,0.105,0.148,124.308,1
'Long As You Know You're Living Yours,Keith Jarrett,0.605,0.376,-14.978,0.0322,0.253,0.207,0.117,0.948,131.927,2
Autumn In New York,Ella Fitzgerald,0.425,0.0469,-18.612,0.0354,0.955,0.0,0.137,0.154,135.335,3
I Fall In Love Too Easily,Bill Evans Trio,0.476,0.0794,-19.166,0.0365,0.955,0.872,0.112,0.118,103.181,1
Solitude,Billie Holiday,0.462,0.15,-13.531,0.0522,0.984,0.000902,0.105,0.19,98.66,3
Stormy Weather,Etta James,0.262,0.356,-8.031,0.0303,0.613,0.0,0.175,0.426,174.176,3
These Foolish Things (Remastered),Lester Young,0.593,0.103,-14.961,0.081,0.986,0.6,0.12,0.443,66.283,1
A Day In The Life,Wes Montgomery,0.476,0.251,-13.854,0.0278,0.769,0.774,0.0637,0.37,98.833,1
Say It (Over And Over Again),John Coltrane Quartet,0.488,0.124,-13.038,0.0404,0.963,0.333,0.246,0.205,66.105,3
Crystal Silence,Chick Corea,0.203,0.0186,-24.277,0.0408,0.985,0.377,0.0728,0.0481,76.591,1
Hipsippy Blues,Art Blakey & The Jazz Messengers,0.573,0.247,-19.282,0.0627,0.713,5.64e-05,0.103,0.604,138.234,3
April In Paris,Billie Holiday,0.496,0.127,-14.211,0.0382,0.927,7.07e-05,0.132,0.211,74.746,3
You Go To My Head - 2020 Mix,Frank Sinatra,0.147,0.215,-14.594,0.0346,0.965,0.000928,0.184,0.102,171.46,3
Porgy (I Loves You Porgy) - Outtake,Bill Evans Trio,0.389,0.145,-22.965,0.0301,0.92,0.876,0.656,0.15,99.541,1
Stormy Weather,Oscar Peterson Trio,0.652,0.171,-16.1,0.0569,0.99,0.864,0.158,0.562,118.883,1
So Tender,Keith Jarrett,0.373,0.302,-20.358,0.0376,0.818,0.835,0.171,0.35,86.925,1
I Can't Give You Anything But Love,Sonny Clark,0.749,0.152,-16.745,0.0493,0.655,0.000254,0.086,0.292,101.779,3
Misty,Sarah Vaughan,0.224,0.214,-14.455,0.0348,0.976,0.00094,0.367,0.14,83.906,3
Someone To Watch Over Me,Lee Konitz,0.419,0.0284,-24.09,0.0357,0.987,0.586,0.105,0.121,71.502,1
Cloe,Joe Pass,0.483,0.186,-21.824,0.0409,0.939,0.873,0.115,0.498,150.87,1
"Köln, January 24, 1975, Pt. II C - Live",Keith Jarrett,0.27,0.688,-16.305,0.0547,0.973,0.884,0.669,0.219,75.845,1
Almost Like Being In Love,Red Garland,0.561,0.346,-12.596,0.0409,0.873,0.399,0.104,0.697,93.689,3
"Goodbye, Old Girl",Art Farmer,0.45,0.0288,-17.388,0.0467,0.994,0.895,0.118,0.358,130.838,1
Summertime,Charlie Parker,0.356,0.324,-8.699,0.0289,0.704,0.0025,0.204,0.438,88.861,3
A Nightingale Sang In Berkeley Square,Stan Getz,0.425,0.0429,-24.86,0.0408,0.951,0.0184,0.148,0.255,96.097,3
Give Me The Simple Life,Lorez Alexandria,0.716,0.133,-15.846,0.0421,0.879,0.0,0.0966,0.551,62.14,3
Love For Sale,Anita O'Day,0.499,0.434,-11.48,0.0735,0.716,0.0,0.165,0.727,119.134,3
Just Friends,Sarah Vaughan,0.203,0.306,-12.366,0.0344,0.952,0.000307,0.281,0.0625,76.905,3
But Not For Me - Vocal Version,Chet Baker,0.626,0.152,-14.182,0.0405,0.934,6.05e-05,0.12,0.545,82.174,3
Cheek To Cheek,Ella Fitzgerald,0.655,0.31,-13.4,0.0866,0.573,0.0,0.119,0.665,121.999,3
Mean To Me - Remastered/1998,Dean Martin,0.615,0.145,-14.283,0.0422,0.748,0.0,0.0292,0.505,102.633,3
Alone Together,Peggy Lee,0.589,0.386,-8.013,0.0441,0.75,0.0,0.15,0.518,142.371,3
Teach Me Tonight,Dinah Washington,0.558,0.231,-11.436,0.0812,0.805,0.0,0.142,0.403,73.103,3
On The Sunny Side Of The Street,Dizzy Gillespie,0.662,0.331,-12.712,0.0581,0.532,0.000125,0.253,0.408,120.228,3
Autumn Leaves,Chet Baker,0.496,0.634,-10.328,0.0364,0.779,0.402,0.0746,0.606,93.357,3
'Round Midnight,Thelonious Monk,0.542,0.32,-9.975,0.0387,0.907,0.649,0.0609,0.206,116.648,1
The Things We Did Last Summer,Freddie Hubbard,0.308,0.114,-20.291,0.0399,0.912,0.919,0.169,0.163,79.261,1
Dedicated To You,John Coltrane,0.413,0.0552,-18.538,0.0346,0.977,0.00091,0.185,0.106,107.842,3
Line For Lyons,Gerry Mulligan,0.543,0.133,-16.846,0.1,0.805,0.00135,0.125,0.464,171.493,3
How Long Has This Been Going On?,Ella Fitzgerald,0.303,0.175,-14.203,0.0378,0.974,1.32e-06,0.105,0.25,168.743,3
St. Thomas,Sonny Rollins,0.541,0.607,-8.435,0.0438,0.727,0.442,0.0997,0.754,104.96,3
I Get Along Without You Very Well (Except Sometimes) - Vocal Version,Chet Baker,0.442,0.033,-23.063,0.041,0.922,0.000171,0.151,0.21,103.34,3
The Girl From Ipanema,Stan Getz,0.641,0.14,-16.79,0.039,0.867,0.00166,0.105,0.388,129.318,3
Gary's Theme - 2003 Remastered Version,Bill Evans,0.421,0.08,-21.795,0.04,0.903,0.859,0.135,0.0546,122.044,1
Blue World,John Coltrane,0.477,0.733,-8.301,0.0682,0.732,0.0756,0.153,0.385,120.42,3
Quick Trick,Art Blakey & The Jazz Messengers,0.611,0.291,-18.392,0.0647,0.765,0.000133,0.0571,0.534,83.443,3
Softly As In A Morning Sunrise,The Modern Jazz Quartet,0.634,0.327,-9.703,0.0551,0.709,0.0131,0.158,0.498,80.825,3
Tell Me a Bedtime Story,Herbie Hancock,0.398,0.527,-16.591,0.0297,0.713,0.934,0.119,0.353,118.504,1
Dream A Little Dream Of Me - Single Version,Ella Fitzgerald,0.443,0.104,-17.042,0.101,0.913,0.0,0.191,0.394,76.497,3
There Will Never Be Another You,Lester Young,0.588,0.0387,-17.944,0.06,0.978,0.823,0.116,0.342,83.4,1
Mirrors - Remastered 2004,Freddie Hubbard,0.406,0.208,-13.767,0.0413,0.962,0.929,0.181,0.291,102.778,1
Stella By Starlight (feat. John Coltrane & Bill Evans),Miles Davis,0.47,0.144,-12.824,0.0365,0.912,0.000118,0.0965,0.243,84.787,3
Senor Mouse,Gary Burton,0.456,0.205,-19.74,0.0452,0.952,0.889,0.101,0.31,111.5,1
"Straight, No Chaser",Thelonious Monk,0.465,0.35,-12.977,0.0403,0.41,0.279,0.135,0.62,93.336,3
Bye Bye Blackbird,Etta Jones,0.71,0.318,-8.948,0.0432,0.867,0.00038,0.169,0.58,126.05,3
Close Your Eyes,Art Blakey & The Jazz Messengers,0.565,0.222,-19.933,0.0646,0.799,0.000213,0.0934,0.689,99.198,3
You Don't Know What Love Is,Anita O'Day,0.423,0.0418,-17.75,0.0323,0.953,0.0,0.125,0.137,105.901,3
Young And Foolish,Bill Evans,0.438,0.0172,-23.66,0.0384,0.973,0.557,0.0815,0.136,100.989,1
Four Brothers,Art Pepper,0.492,0.583,-9.927,0.19,0.673,2.38e-06,0.201,0.798,73.64,2
Love Theme From Spartacus - Remastered,Yusef Lateef,0.522,0.379,-14.096,0.0286,0.635,0.925,0.114,0.454,133.698,1
Autumn Nocturne,Lou Donaldson,0.539,0.0678,-18.039,0.0468,0.967,0.168,0.114,0.263,124.105,3
Moon River,Vince Guaraldi Trio,0.319,0.157,-19.728,0.0368,0.987,0.849,0.138,0.266,191.259,1
"Take the ""A"" Train",Duke Ellington,0.5,0.284,-15.59,0.0404,0.272,0.0432,0.12,0.576,93.724,2
The Masquerade Is Over,Benny Golson,0.572,0.207,-17.262,0.0336,0.905,0.845,0.112,0.624,100.675,1
Comin' Home Baby,Herbie Mann,0.651,0.143,-22.617,0.0531,0.752,0.421,0.138,0.601,78.792,3
Weaver Of Dreams - Remastered 2003/Rudy Van Gelder Edition,Freddie Hubbard,0.418,0.227,-15.537,0.0379,0.912,0.822,0.0956,0.21,103.586,1
You Don't Know What Love Is,Dinah Washington,0.516,0.101,-12.753,0.0513,0.966,3.89e-05,0.0906,0.31,137.832,3
You Don't Know What Love Is,Billie Holiday,0.215,0.247,-15.11,0.0354,0.822,7.5e-05,0.355,0.0842,86.391,3
All the Things You Are,Oscar Peterson Trio,0.601,0.314,-16.922,0.0353,0.526,0.878,0.0937,0.316,135.712,1
There's No Business Like Show Business,Sonny Rollins,0.394,0.441,-14.237,0.0371,0.692,0.0375,0.105,0.629,90.058,3
Blue Bossa - Remastered,Joe Henderson,0.531,0.366,-11.697,0.0496,0.911,0.88,0.0916,0.785,81.867,1
Joy Spring,Clifford Brown,0.654,0.334,-12.662,0.0521,0.702,0.714,0.114,0.697,81.544,1
It Could Happen To You,Miles Davis Quintet,0.623,0.403,-11.121,0.0426,0.451,1.13e-05,0.448,0.631,93.911,2
For Lena And Lennie,Quincy Jones,0.437,0.0857,-18.129,0.0384,0.84,0.641,0.0898,0.206,73.161,1
Tea for Two,Art Tatum,0.358,0.452,-13.02,0.0347,0.991,0.864,0.14,0.525,166.973,1
Chitlins Con Carne,Kenny Burrell,0.803,0.335,-13.331,0.0451,0.579,0.0128,0.0849,0.786,132.682,2
I Remember You,Lee Konitz,0.564,0.305,-14.224,0.063,0.794,0.0983,0.152,0.571,115.739,3
All the Things You Are,Charlie Parker,0.594,0.115,-14.916,0.044,0.99,0.853,0.107,0.456,126.902,1
In A Sentimental Mood,Duke Ellington,0.464,0.305,-12.435,0.0316,0.936,0.0846,0.208,0.282,108.229,3
I'll Remember April - Instrumental,Chet Baker,0.435,0.499,-8.576,0.0317,0.768,0.107,0.131,0.683,121.924,3
I'm A Fool To Want You - 2006 Digital Remaster,Donald Byrd,0.386,0.075,-14.124,0.0348,0.985,0.904,0.0869,0.23,96.76,1
O Pato,Stan Getz,0.608,0.387,-20.157,0.0411,0.86,0.662,0.187,0.809,91.489,3
It's Only A Paper Moon,Ella Fitzgerald,0.761,0.103,-16.964,0.0416,0.944,0.0,0.127,0.53,114.044,3
"A Love Supreme, Pt. II - Resolution",John Coltrane,0.341,0.57,-11.71,0.0673,0.581,0.0,0.0966,0.392,89.754,3
My Groove Your Move - Rudy Van Gelder Edition,Hank Mobley,0.585,0.375,-12.171,0.0504,0.78,0.00365,0.0806,0.665,72.59,3
My Funny Valentine,Chet Baker,0.438,0.00756,-26.44,0.0382,0.941,0.00643,0.109,0.277,133.32,3
Stolen Moments,Ahmad Jamal Trio,0.476,0.273,-17.457,0.0334,0.89,0.9,0.0978,0.164,117.779,1
Corcovado (Quiet Nights Of Quiet Stars),Stan Getz,0.597,0.128,-16.656,0.0491,0.959,0.000704,0.123,0.34,128.393,3
My Little Brown Book,Duke Ellington,0.372,0.187,-13.497,0.0323,0.942,0.139,0.161,0.217,70.334,3
My Funny Valentine,Miles Davis Quintet,0.549,0.124,-13.793,0.0397,0.938,0.00175,0.126,0.32,66.184,3
Midnight Special - Rudy Van Gelder Digital Remaster/2007,Jimmy Smith,0.704,0.277,-11.675,0.035,0.814,0.756,0.0845,0.322,90.38,1
All Alone,Mal Waldron,0.492,0.205,-8.488,0.0577,0.983,0.893,0.122,0.109,128.315,1
If You Could See Me Now,Chet Baker,0.511,0.031,-19.636,0.0388,0.939,0.898,0.139,0.179,112.911,1
Midnight Blue - Remastered,Kenny Burrell,0.652,0.356,-13.733,0.0419,0.546,0.000103,0.132,0.56,148.822,3
Dolphin Dance,Ahmad Jamal Trio,0.378,0.232,-18.05,0.0303,0.87,0.948,0.1,0.155,148.531,1
Solar - Rudy Van Gelder Remaster,Miles Davis Quintet,0.636,0.181,-17.511,0.0456,0.864,0.00251,0.0706,0.697,84.203,3
The Way You Look Tonight - 2003 Remastered,Paul Desmond,0.703,0.187,-16.273,0.0676,0.815,0.000492,0.225,0.656,126.164,3
All of Me,Billie Holiday,0.504,0.0644,-14.754,0.0408,0.972,4.36e-06,0.174,0.403,106.994,3
Conference Of The Birds,Dave Holland Quartet,0.392,0.168,-22.249,0.0442,0.637,0.358,0.198,0.292,123.419,3
"A Love Supreme, Pt. I – Acknowledgement",John Coltrane,0.37,0.586,-13.468,0.0581,0.485,1.96e-06,0.348,0.519,121.573,3
Blues Inn - Remastered,Jackie McLean,0.583,0.461,-9.58,0.0482,0.668,0.17,0.162,0.516,131.878,3
"Mercy, Mercy, Mercy",Cannonball Adderley,0.544,0.425,-10.231,0.0346,0.719,0.0186,0.964,0.348,84.443,3
It Never Entered My Mind,Coleman Hawkins,0.564,0.097,-16.442,0.038,0.958,0.0588,0.119,0.393,132.653,3
Foolin' Myself,Lee Konitz,0.493,0.295,-15.536,0.0489,0.537,0.241,0.241,0.486,99.579,3
You've Changed,Dakota Staton,0.481,0.225,-12.407,0.05,0.881,0.000187,0.148,0.307,64.555,3
Besame Mucho,Dave Brubeck,0.517,0.273,-17.279,0.0627,0.866,0.774,0.979,0.321,63.423,1
I'm A Fool To Want You,Dexter Gordon,0.497,0.153,-12.65,0.0407,0.978,0.809,0.138,0.276,100.222,1
Have You Met Miss Jones?,Oscar Peterson Trio,0.698,0.0926,-20.716,0.05,0.861,0.49,0.0887,0.0961,81.187,1
Louise,Lionel Hampton,0.781,0.106,-17.396,0.0584,0.947,0.0835,0.12,0.313,113.528,3
Nature Boy,Jan Johansson,0.438,0.182,-15.209,0.0338,0.983,0.841,0.119,0.0639,65.535,1
Two Not One,Lee Konitz,0.624,0.383,-10.561,0.0633,0.627,5.44e-06,0.0963,0.674,117.526,3
Cool Struttin',Sonny Clark,0.58,0.48,-7.682,0.0339,0.837,0.00432,0.171,0.48,108.892,3
Danny's Dream,Lars Gullin,0.493,0.0825,-19.02,0.0424,0.989,0.927,0.111,0.16,65.169,1
Main Stem,Johnny Hodges,0.604,0.498,-9.905,0.0778,0.695,0.000786,0.528,0.733,96.097,3
Lover Man,Billie Holiday,0.365,0.136,-12.42,0.0436,0.921,0.0,0.103,0.255,64.212,3
Never Will I Marry,Cannonball Adderley,0.589,0.184,-12.282,0.049,0.631,0.0,0.0819,0.343,98.365,3
I Remember Clifford - Rudy Van Gelder Edition; 2007 Digital Remaster,Lee Morgan,0.376,0.278,-8.597,0.0416,0.912,0.886,0.0728,0.199,62.055,1
How Long Has This Been Going On,Ben Webster,0.529,0.0367,-21.63,0.0515,0.99,0.31,0.127,0.214,140.296,3
Turiya & Ramakrishna,Alice Coltrane,0.419,0.296,-14.721,0.0308,0.914,0.927,0.193,0.121,111.452,1
My Favorite Things,John Coltrane,0.277,0.242,-18.442,0.0342,0.694,0.464,0.113,0.285,175.384,1
Lullaby Of Birdland,Sarah Vaughan,0.578,0.351,-12.432,0.101,0.813,0.0,0.123,0.476,122.712,3
Questar,Keith Jarrett,0.468,0.391,-13.196,0.0269,0.658,0.0617,0.111,0.342,142.413,3
One For Daddy-O - Remastered,Cannonball Adderley,0.616,0.434,-7.257,0.031,0.581,0.0,0.131,0.404,108.467,3
Triste,Oscar Peterson Trio,0.441,0.321,-19.455,0.0324,0.856,0.854,0.236,0.594,89.776,1
I've Grown Accustomed To Her Face - Remastered/1998,Dean Martin,0.567,0.124,-16.446,0.0562,0.792,0.0,0.106,0.343,79.37,3
Let's Do It,Eartha Kitt,0.653,0.0518,-19.594,0.0359,0.874,1.94e-06,0.242,0.426,96.591,3
Since I Fell For You - Rudy Van Gelder Edition / 2007 / Digital Remaster,Lee Morgan,0.416,0.201,-11.461,0.0379,0.975,0.803,0.107,0.372,165.869,1
Serenade To A Soul Sister - Remastered,Horace Silver,0.487,0.535,-8.47,0.0305,0.73,0.00414,0.0903,0.591,144.548,3
Lazy Afternoon,Joe Henderson,0.286,0.0553,-20.216,0.034,0.982,0.592,0.0989,0.182,52.789,1
It Ain't Necessarily So,Mary Lou Williams,0.478,0.238,-17.115,0.0318,0.946,0.904,0.0978,0.178,126.188,1
"Milestones (feat. John Coltrane, Cannonball Adderley, Red Garland, Paul Chambers & Philly Joe Jones)",Miles Davis,0.553,0.546,-7.459,0.0341,0.439,0.000557,0.167,0.7,118.214,2
Autumn Leaves,Cannonball Adderley,0.535,0.258,-9.499,0.033,0.768,8.95e-05,0.115,0.281,110.953,3
Moanin' - Remastered,Art Blakey,0.612,0.493,-8.589,0.0467,0.804,0.266,0.202,0.484,126.358,3
