name,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cl_minmax
"Symphony No.1 in C minor, Op.68: 1. Un poco sostenuto - Allegro - Meno allegro",Johannes Brahms,0.257,0.129,-16.01,0.0351,0.951,0.904,0.159,0.0519,103.179,1
"Symphony No. 1 in D major, Wq. 183/1: Symphony No. 1 in D major, Wq. 183/1: I. Allegro di molto",Carl Philipp Emanuel Bach,0.292,0.164,-17.792,0.0342,0.912,0.0296,0.177,0.284,149.46,3
"Tod und Verklärung Op.24, TrV 158",Richard Strauss,0.0798,0.197,-15.453,0.0404,0.929,0.927,0.383,0.034,82.476,1
The Rite of Spring: Part Two: The Sacrifice: Sacrificial Dance (The Chosen One),Igor Stravinsky,0.485,0.457,-14.464,0.104,0.869,0.858,0.154,0.349,135.662,1
"Symphony in D, H.I No.6 - ""Le Matin"": 1. Adagio - Allegro",Franz Joseph Haydn,0.374,0.251,-14.249,0.0348,0.964,0.884,0.166,0.236,133.837,1
"Symphony No. 7 in C Major, Op. 105",Jean Sibelius,0.067,0.0503,-27.185,0.0423,0.961,0.857,0.0917,0.0351,72.665,1
Symphony No. 3 - 'Pastoral Symphony': I. Molto moderato,Ralph Vaughan Williams,0.122,0.0458,-23.494,0.0381,0.963,0.876,0.105,0.0361,81.402,1
Choros No. 8,Heitor Villa-Lobos,0.155,0.235,-22.332,0.0463,0.904,0.835,0.0841,0.104,66.681,1
"A Dante Symphony, S.109: 1. Inferno",Franz Liszt,0.23,0.126,-19.755,0.0422,0.902,0.708,0.0857,0.0376,74.756,1
Copland: Appalachian Spring: VII. Doppio movimento (Variations on a Shaker Hymn - Simple Gifts),Aaron Copland,0.207,0.102,-17.365,0.0384,0.974,0.542,0.104,0.303,82.319,1
"Symphony No. 4 - ""The Inextinguishable"": I. Allegro",Carl Nielsen,0.134,0.0922,-21.503,0.0348,0.887,0.541,0.0793,0.0537,79.389,1
"Má vlast (My Country): No. 2, Vltava [Moldau]",Bedřich Smetana,0.138,0.114,-21.041,0.0347,0.931,0.909,0.0431,0.0387,148.02,1
"Symphony No. 15 in A Major, Op. 141: I. Allegretto",Dmitri Shostakovich,0.42,0.198,-22.692,0.0427,0.87,0.679,0.0651,0.284,127.555,1
"Symphony No.1 in D, Op.25 ""Classical Symphony"": 1. Allegro",Sergei Prokofiev,0.472,0.0614,-22.876,0.0315,0.914,0.263,0.137,0.502,96.265,3
"Rachmaninoff: Symphony No. 3 in A Minor, Op. 44: I. Lento - Allegro moderato - Allegro",Sergei Rachmaninoff,0.128,0.0792,-21.491,0.0407,0.943,0.9,0.0863,0.0421,84.728,1
"Overture to A Midsummer Night's Dream, Op.21",Felix Mendelssohn,0.26,0.096,-22.931,0.0481,0.879,0.816,0.727,0.103,140.429,1
Turangalila-symphonie: I. Introduction,Olivier Messiaen,0.306,0.385,-19.495,0.0684,0.952,0.726,0.11,0.0395,140.373,1
"Symphony No. 1 in A Flat Major, Op. 55: 1. Andante. Nobilmente e semplice - Allegro",Edward Elgar,0.0938,0.116,-19.97,0.0385,0.96,0.868,0.12,0.0562,80.82,1
"Romeo & Juliet: Act I, Scene XIII, Dance of the Knights",Sergei Prokofiev,0.172,0.042,-26.26,0.0385,0.842,0.0214,0.605,0.179,82.724,3
"Cantus arcticus, Op. 61, ""Concerto for Birds and Orchestra"": I. The Bog",Einojuhani Rautavaara,0.0718,0.0512,-32.898,0.0402,0.896,0.147,0.162,0.0372,77.799,3
"Symphony No.102 In B Flat Major, Hob.I:102: 1. Largo - Vivace",Franz Joseph Haydn,0.474,0.205,-18.179,0.0378,0.931,0.762,0.0761,0.191,126.588,1
"Symphony No. 3, Op. 36: I. Lento - Sostenuto Tranquillo Ma Cantabile",Henryk Górecki,0.084,0.124,-19.494,0.0382,0.552,0.768,0.197,0.0331,84.415,1
The Four Sections - IV. Full Orchestra,Steve Reich,0.431,0.36,-14.192,0.0341,0.84,0.548,0.0926,0.171,178.445,1
"Symphony in D Minor, M. 48: II. Allegretto",César Franck,0.143,0.0178,-29.009,0.0387,0.918,0.805,0.0915,0.0394,141.789,1
"Symphony No. 3 in G Minor, Op. 36: I. Adagio - Allegro",Louise Farrenc,0.343,0.133,-18.721,0.034,0.962,0.808,0.0988,0.191,96.891,1
Jonchaies,Iannis Xenakis,0.273,0.702,-12.429,0.281,0.626,0.884,0.18,0.0375,118.712,1
An American in Paris,George Gershwin,0.183,0.232,-18.721,0.0454,0.93,0.862,0.227,0.114,84.263,1
"Sinfonia da Requiem, Op. 20: I. Lacrymosa",Benjamin Britten,0.0807,0.0442,-21.081,0.0384,0.906,0.734,0.111,0.0343,172.911,1
"Symphony No. 41 in C Major, K. 551 - “Jupiter”: Symphony No. 41 in C Major, K. 551 - “Jupiter”: IV. Molto Allegro",Wolfgang Amadeus Mozart,0.435,0.258,-16.744,0.0439,0.857,0.83,0.301,0.2,132.167,1
"Symphony No.3 in C Minor, Op.78, R.176 - ""Organ Symphony"": 3. Maestoso - Allegro",Camille Saint-Saëns,0.26,0.368,-12.991,0.0335,0.817,0.841,0.106,0.191,108.351,1
"Beethoven: Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": I. Allegro con brio",Ludwig van Beethoven,0.249,0.0675,-19.575,0.0387,0.95,0.803,0.287,0.153,80.304,1
Symphony No. 3,Polish National Radio Symphony Orchestra,0.186,0.07,-23.465,0.0432,0.948,0.576,0.201,0.037,102.053,1
"Water Music, Suite No. 2, HWV 349: Water Music, Suite No. 2, HWV 349: XII. [Alla Hornpipe]",George Frideric Handel,0.523,0.244,-16.461,0.0364,0.925,0.269,0.0984,0.691,132.097,3
"Symphony No.4 In E Minor, Op.98: 1. Allegro non troppo",Johannes Brahms,0.165,0.106,-17.802,0.0386,0.974,0.912,0.378,0.0692,73.911,1
"Scheherazade, Op.35: The Sea and Sinbad's Ship",Nikolai Rimsky-Korsakov,0.152,0.181,-12.103,0.0388,0.932,0.843,0.22,0.036,96.681,1
"Symphony No. 8: I. Tempo giusto - Poco allegro, molto distinto",Per Nørgård,0.182,0.0583,-26.442,0.0413,0.885,0.785,0.158,0.0426,78.942,1
"Symphony No. 6 in A Minor, ""Tragic"": I. Allegro energico, ma non troppo. Heftig, aber markig",Gustav Mahler,0.248,0.162,-18.968,0.038,0.925,0.785,0.0794,0.0775,124.654,1
"Daphnis et Chloé, M. 57 - Ballet en 3 parties (complete) / Première partie: Introduction et danse religieuse",Maurice Ravel,0.063,0.14,-21.606,0.0438,0.814,0.841,0.181,0.0373,69.043,1
Sinfonietta: Andante con moto. Allegretto,Leoš Janáček,0.23,0.139,-19.019,0.0382,0.827,0.872,0.0662,0.0547,111.069,1
Symphony No. 3: I. Molto moderato - with simple expression,Aaron Copland,0.153,0.0748,-19.528,0.0368,0.802,0.825,0.122,0.0372,86.086,1
"Finlandia, Op.26",Jean Sibelius,0.24,0.261,-17.065,0.0394,0.918,0.883,0.12,0.0566,71.775,1
"Peer Gynt, Act IV: Peer Gynt in Africa: Morning Mood (Prelude to Act IV)",Edvard Grieg,0.161,0.0321,-23.733,0.0377,0.972,0.916,0.183,0.0358,70.426,1
"Six Pieces For Orchestra, Op.6 - Original Version (1909): 1. Etwas bewegt",Anton Webern,0.176,0.0104,-31.499,0.0389,0.869,0.0305,0.0702,0.0616,83.8,3
"Adagio for Strings, Op. 11",Samuel Barber,0.124,0.0225,-27.959,0.0475,0.937,0.724,0.323,0.0291,79.48,1
Amériques,Edgard Varèse,0.228,0.268,-20.355,0.0658,0.368,0.446,0.325,0.0568,133.392,1
The Unanswered Question,Charles Ives,0.127,0.00108,-42.283,0.0392,0.661,0.178,0.125,0.0386,78.175,1
Harmonielehre: Part I,John Adams,0.245,0.248,-17.611,0.043,0.806,0.899,0.0797,0.0358,122.606,1
"Symphony No. 3, Op. 18: Andante misterioso - Fantastico",Oliver Knussen,0.277,0.242,-22.705,0.0646,0.759,0.743,0.695,0.117,140.695,1
Métaboles: I. Incantatoire,Henri Dutilleux,0.278,0.124,-22.234,0.0369,0.959,0.912,0.312,0.0349,62.422,1
"The Planets - Suite for large orchestra, Op.32: I. Mars, the Bringer of War (Allegro)",Gustav Holst,0.198,0.296,-19.854,0.0425,0.76,0.911,0.372,0.0712,153.306,1
Symphonia: Sum Fluxae Pretium Spei: 2. Adagio tenebroso,Elliott Carter,0.186,0.0649,-22.33,0.0403,0.869,0.613,0.0832,0.0335,135.963,1
"Symphony ""Mathis der Maler"": I. Engelkonzert (Angelic Concert)",Paul Hindemith,0.204,0.0568,-23.832,0.042,0.952,0.809,0.0821,0.0385,99.485,1
"Promethée - Le Poème du Feu, Op.60",Alexander Scriabin,0.0899,0.108,-21.66,0.0389,0.867,0.914,0.171,0.0369,65.446,1
"Egmont, Op. 84: Overture in F Minor",Ludwig van Beethoven,0.227,0.0692,-19.167,0.0485,0.887,0.7,0.0906,0.0648,182.603,1
"Adès: Tevot, Op. 24",Thomas Adès,0.154,0.142,-18.992,0.0358,0.888,0.68,0.177,0.0312,90.503,1
Stravinsky: Symphony in C: I. Moderato alla breve,Igor Stravinsky,0.359,0.0321,-25.245,0.0424,0.963,0.752,0.105,0.3,147.458,1
Concerto for Orchestra (1994 Digital Remaster): I Intrada (Allegro maestoso),Witold Lutosławski,0.268,0.236,-17.54,0.0422,0.944,0.748,0.0875,0.0944,120.36,1
"Mussorgsky, Ravel: Pictures at an Exhibition, M. A 24: IV. Bydlo",Modest Mussorgsky,0.23,0.0117,-22.623,0.0304,0.98,0.96,0.117,0.042,94.569,1
Du cristal,Kaija Saariaho,0.16,0.202,-23.674,0.0482,0.279,0.865,0.0549,0.0377,132.215,1
Symphony No. 1 in B flat minor: Allegro Assai - Allegro Assai,William Walton,0.22,0.154,-19.076,0.0339,0.909,0.882,0.0768,0.0392,108.08,1
"Symphony, Op. 21: I. Ruhig schreitend",Anton Webern,0.17,0.00579,-29.068,0.0453,0.969,0.0697,0.59,0.035,96.844,3
"The Nutcracker, Op.71, TH.14 / Act 1: No. 2 March",Pyotr Ilyich Tchaikovsky,0.588,0.237,-18.257,0.0373,0.94,0.941,0.334,0.54,78.723,1
Sinfonia: III. In ruhig fliessender Bewegung,Luciano Berio,0.27,0.256,-18.895,0.068,0.86,0.151,0.374,0.174,83.154,3
Lontano,György Ligeti,0.117,0.0566,-26.166,0.0426,0.911,0.943,0.12,0.0196,88.558,1
EXPO,Magnus Lindberg,0.0683,0.207,-21.828,0.0489,0.887,0.928,0.762,0.0379,58.339,1
"Symphony No. 10 in F Minor, Op. 30: Un poco sostenuto - Allegro tumultuoso...",Nikolai Myaskovsky,0.109,0.179,-21.595,0.0455,0.84,0.81,0.105,0.0614,72.808,1
Symphony No. 1: I. Presto,Peter Maxwell Davies,0.0932,0.075,-24.526,0.0354,0.928,0.621,0.0642,0.0355,85.673,1
"Elgar: Enigma Variations, Op. 36: XV. EDU (Finale)",Edward Elgar,0.146,0.253,-18.408,0.0398,0.884,0.896,0.0973,0.136,80.359,1
Gruppen für drei Orchester - Werk Nr. 6,Karlheinz Stockhausen,0.318,0.122,-22.818,0.0634,0.881,0.0176,0.123,0.119,103.095,3
"Jeux, poème dansé, L.126",Claude Debussy,0.197,0.0685,-27.041,0.0445,0.967,0.785,0.184,0.0346,110.511,1
"Symphony No. 6 in A Major, WAB 106 (ed. L. Nowak): I. Maestoso",Anton Bruckner,0.187,0.0734,-20.785,0.0399,0.853,0.818,0.106,0.0507,108.213,1
"Also sprach Zarathustra, Op.30, TrV 176: Prelude (Sonnenaufgang)",Richard Strauss,0.115,0.301,-13.321,0.0449,0.637,0.935,0.154,0.0409,77.276,1
Symphony No. 6,Allan Pettersson,0.0864,0.0665,-26.515,0.0452,0.828,0.797,0.135,0.0387,77.88,1
"Symphony No. 3 - ""Chant de la nuit"", Op. 27: Largo...",Karol Szymanowski,0.105,0.231,-18.706,0.0516,0.673,0.0533,0.157,0.0348,91.192,3
"Pines Of Rome, P. 141: 3. The Pines Of The Janiculum",Ottorino Respighi,0.119,0.0338,-30.965,0.0424,0.938,0.854,0.0806,0.0354,95.552,1
"Don Giovanni, K.527: Overture",Wolfgang Amadeus Mozart,0.39,0.174,-14.469,0.0373,0.869,0.866,0.112,0.306,129.147,1
"Music for Strings, Percussion and Celesta, BB 114: II. Allegro",Béla Bartók,0.386,0.124,-22.869,0.044,0.945,0.917,0.0853,0.319,142.307,1
A Flock Descends Into The Pentagonal Garden,Toru Takemitsu,0.0619,0.083,-25.543,0.0452,0.935,0.651,0.086,0.0261,61.525,1
"1812 Festival Overture, Op. 49: 1812 Overture, Op. 49",Pyotr Ilyich Tchaikovsky,0.202,0.0694,-23.39,0.0473,0.917,0.715,0.0832,0.0655,87.906,1
"Winter Fragments pour ensemble instrumental, sons de synthèse et dispositif électronique",Tristan Murail,0.188,0.101,-21.873,0.0442,0.855,0.426,0.0694,0.0355,83.134,1
"Schoenberg: 5 Orchestral Pieces, Op. 16: No. 3 Farben (Colours)",Arnold Schoenberg,0.0596,0.00093,-42.959,0.0434,0.951,0.969,0.0772,0.0344,71.573,1
"Serenade For Strings In E, Op.22, B. 52: 1. Moderato",Antonín Dvořák,0.133,0.0208,-29.443,0.0419,0.883,0.505,0.111,0.0591,67.109,1
"Ravel: Boléro, M. 81",Maurice Ravel,0.354,0.0487,-24.568,0.0323,0.783,0.484,0.284,0.253,64.12,1
